Id,R_2025_26,RM_2025_26,Nome,Squadra_2025_26,Qt.A_2025_26,Qt.I_2025_26,Diff._2025_26,Qt.A M_2025_26,Qt.I M_2025_26,Diff.M_2025_26,FVM_2025_26,FVM M_2025_26,Rm_2025_26,Pv_2025_26,Mv_2025_26,Fm_2025_26,Gf_2025_26,Gs_2025_26,Rp_2025_26,Rc_2025_26,R+_2025_26,R-_2025_26,Ass_2025_26,Amm_2025_26,Esp_2025_26,Au_2025_26,R_2022_23,RM_2022_23,Squadra_2022_23,Qt.A_2022_23,Qt.I_2022_23,Diff._2022_23,Qt.A M_2022_23,Qt.I M_2022_23,Diff.M_2022_23,FVM_2022_23,FVM M_2022_23,Rm_2022_23,Pv_2022_23,Mv_2022_23,Fm_2022_23,Gf_2022_23,Gs_2022_23,Rp_2022_23,Rc_2022_23,R+_2022_23,R-_2022_23,Ass_2022_23,Amm_2022_23,Esp_2022_23,Au_2022_23,R_2023_24,RM_2023_24,Squadra_2023_24,Qt.A_2023_24,Qt.I_2023_24,Diff._2023_24,Qt.A M_2023_24,Qt.I M_2023_24,Diff.M_2023_24,FVM_2023_24,FVM M_2023_24,Rm_2023_24,Pv_2023_24,Mv_2023_24,Fm_2023_24,Gf_2023_24,Gs_2023_24,Rp_2023_24,Rc_2023_24,R+_2023_24,R-_2023_24,Ass_2023_24,Amm_2023_24,Esp_2023_24,Au_2023_24,R_2024_25,RM_2024_25,Squadra_2024_25,Qt.A_2024_25,Qt.I_2024_25,Diff._2024_25,Qt.A M_2024_25,Qt.I M_2024_25,Diff.M_2024_25,FVM_2024_25,FVM M_2024_25,Rm_2024_25,Pv_2024_25,Mv_2024_25,Fm_2024_25,Gf_2024_25,Gs_2024_25,Rp_2024_25,Rc_2024_25,R+_2024_25,R-_2024_25,Ass_2024_25,Amm_2024_25,Esp_2024_25,Au_2024_25,Fattore_Fantahack,Media_Fantamedia_Ponderata,Media_Partite_Giocate_Ponderata,Top_Player,Unicorno,Probabilità_Top_Player,Top_Player_AI,Fattore_Fantahack_AI,Unicorno_AI,Squadra_AI
236,N.D.,N.D.,Pasolini,N.D.,135,158,294,666,666,666,434,666,666,634,628,666,114,532,666,666,666,666,584,268,345,614,C,E;W,Verona,19,13,6,19,13,6,41,41,666,30,6.25,6.82,4,0,0,0,0,0,5,0,0,0,C,E;W,Verona,10,15,-5,10,15,-5,25,25,666,31,5.87,6.19,3,0,0,1,1,0,2,0,1,0,C,W,Verona,9,10,-1,10,9,1,8,8,666,24,5.94,6.31,2,0,0,1,1,0,3,0,0,0,0.0,4.216666666666666,17.799999999999994,1,0,0.85,1,0.0,0,N.D.
238,N.D.,N.D.,Renault,N.D.,350,80,74,666,666,666,564,666,666,473,369,666,439,544,666,666,666,666,432,610,474,364,C,M,Sampdoria,4,6,-2,4,6,-2,6,6,666,34,5.6,5.53,0,0,0,0,0,0,2,7,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3686666666666666,2.2666666666666666,0,0,0.0,0,0.0,0,N.D.
244,N.D.,N.D.,Lancisi,N.D.,39,73,227,666,666,666,486,666,666,473,484,666,660,350,666,666,666,666,387,655,657,102,D,Dd;E,Cremonese,3,5,-2,3,5,-2,7,7,666,11,5.82,6.0,1,0,0,0,0,0,1,4,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4,0.7333333333333333,0,0,0.0,0,0.0,0,N.D.
247,A,Pc,Binaghi,Cagliari,158,186,223,1,1,0,489,3,666,23,190,0,103,227,0,0,0,0,101,360,195,261,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Cagliari,9,4,5,9,3,6,23,13,666,14,6.25,7.04,4,0,0,0,0,0,1,4,0,0,A,Pc,Cagliari,6,3,3,6,3,3,14,11,666,11,5.95,6.36,2,0,0,0,0,0,0,5,0,0,0.4047645478890836,3.952,7.199999999999999,0,1,0.0,0,0.0,0,N.D.
250,N.D.,N.D.,Vittadello,N.D.,663,523,386,666,666,666,356,666,666,285,454,666,404,247,666,666,666,666,411,231,614,415,P,Por,Inter,8,16,-8,8,16,-8,4,4,666,14,6.11,4.82,0,18,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3213333333333333,0.9333333333333332,0,0,0.0,0,0.0,0,N.D.
252,D,Ds;E,Emo,Torino,395,367,410,8,8,0,589,23,666,201,275,0,265,392,0,0,0,0,613,81,366,542,D,Ds;E,Fiorentina,10,13,-3,10,13,-3,33,33,666,32,6.05,6.19,2,0,0,1,0,1,4,1,0,1,D,Ds;E,Fiorentina,9,10,-1,9,10,-1,29,29,666,28,5.96,6.11,2,0,0,1,0,1,5,8,0,0,D,B;Ds;E,Torino,7,7,0,7,8,-1,18,23,666,21,5.83,5.86,1,0,0,0,0,0,0,1,0,1,0.2587333486383285,3.978666666666666,16.13333333333333,1,0,0.87,1,0.2250980133153457,0,N.D.
253,N.D.,N.D.,Dandolo,N.D.,170,498,470,666,666,666,76,666,666,478,592,666,78,562,666,666,666,666,34,247,437,560,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dd;Ds;Dc,Monza,4,7,-3,4,9,-5,20,20,666,24,5.79,5.69,0,0,0,0,0,0,0,3,1,0,D,B;Dd;Ds,Monza,1,3,-2,2,4,-2,11,13,666,17,5.59,5.47,0,0,0,0,0,0,0,2,1,0,0.0,3.326,11.599999999999998,0,0,0.015,0,0.0,0,N.D.
253,N.D.,N.D.,Palazzo,N.D.,428,231,504,666,666,666,640,666,666,240,324,666,301,297,666,666,666,666,664,261,191,60,D,Dd;Ds;Dc,Inter,5,8,-3,5,9,-4,11,11,666,13,5.96,5.96,0,0,0,0,0,0,2,2,1,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3973333333333332,0.8666666666666666,0,0,0.0,0,0.0,0,N.D.
254,D,E,Tencalla,Inter,74,82,562,18,18,0,438,90,666,642,488,0,293,161,0,0,0,0,361,29,320,74,D,Ds;Dc;E,Inter,18,8,10,18,9,9,53,58,666,33,6.21,6.7,4,0,0,0,0,0,4,0,0,0,D,E,Inter,24,19,5,24,18,6,150,150,666,30,6.48,7.18,5,0,0,0,0,0,6,0,0,0,D,E,Inter,21,24,-3,21,23,-2,98,98,666,32,6.31,6.86,4,0,0,0,0,0,7,3,0,0,0.2859485220812703,4.626666666666666,21.0,1,0,0.975,1,0.2787998090292385,1,Squadra_3_AI
256,D,Ds;Dc,Cicala,Napoli,661,436,657,3,3,0,181,5,666,610,611,0,642,367,0,0,0,0,644,566,194,187,D,Ds;Dc,Napoli,7,7,0,7,7,0,8,8,666,12,6.08,6.25,1,0,0,0,0,0,0,2,0,0,D,Ds;Dc,Napoli,4,5,-1,4,6,-2,20,22,666,24,5.69,5.67,1,0,0,0,0,0,0,7,0,0,D,Ds;Dc,Napoli,3,5,-2,3,5,-2,9,11,666,13,5.81,5.81,0,0,0,0,0,0,1,2,0,0,0.2648926660057417,3.874666666666666,10.799999999999995,0,0,0.29,0,0.076818873141665,0,N.D.
259,N.D.,N.D.,Pinamonte,N.D.,163,209,661,666,666,666,453,666,666,611,192,666,432,154,666,666,666,666,648,415,526,79,D,Dc,Sampdoria,2,3,-1,2,3,-1,4,4,666,16,5.53,5.22,0,0,0,0,0,0,0,4,1,1,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.348,1.0666666666666669,0,0,0.0,0,0.0,0,N.D.
265,N.D.,N.D.,Bazzi,N.D.,1,465,189,666,666,666,613,666,666,87,208,666,604,116,666,666,666,666,633,555,539,168,C,M;C,Inter,15,15,0,15,15,0,27,30,666,26,6.19,6.56,3,0,0,0,0,0,5,9,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4373333333333333,1.7333333333333332,0,0,0.0,0,0.0,0,N.D.
272,N.D.,N.D.,Bacosi,N.D.,440,325,540,666,666,666,25,666,666,472,71,666,345,420,666,666,666,666,140,528,83,50,D,Dc,Bologna,5,7,-2,5,7,-2,6,6,666,23,5.93,5.87,0,0,0,0,0,0,1,5,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.3913333333333333,1.5333333333333332,0,0,0.0,0,0.0,0,N.D.
286,N.D.,N.D.,Martinelli,N.D.,199,545,534,666,666,666,341,666,666,233,162,666,478,484,666,666,666,666,536,622,352,422,D,Dc,Juventus,7,15,-8,7,15,-8,10,10,666,11,6.05,6.0,1,0,0,1,0,1,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4,0.7333333333333333,0,0,0.0,0,0.0,0,N.D.
294,D,Dc,Tirabassi,Juventus,663,586,132,3,3,0,130,5,666,397,596,0,73,47,0,0,0,0,474,374,207,437,D,Dc,Juventus,3,5,-2,3,5,-2,5,5,666,7,6.0,6.0,0,0,0,0,0,0,0,0,0,0,D,Dc,Juventus,8,3,5,8,3,5,14,14,666,14,6.11,6.46,2,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0886313514373027,1.692,3.2666666666666666,0,0,0.0,0,0.0,0,N.D.
302,N.D.,N.D.,Musatti,N.D.,592,535,184,666,666,666,16,666,666,20,346,666,518,177,666,666,666,666,312,298,316,593,C,W;T,Udinese,20,18,2,20,18,2,64,67,666,34,6.26,6.69,5,0,0,1,0,1,6,7,0,0,C,C;W,Udinese,15,13,2,15,14,1,40,40,666,26,6.12,6.58,4,0,0,1,1,0,3,6,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.7619999999999996,7.466666666666665,0,0,0.0,0,0.0,0,N.D.
303,N.D.,N.D.,Cavalcanti,N.D.,47,472,214,666,666,666,22,666,666,194,86,666,370,196,666,666,666,666,128,29,322,27,C,C;T,Juventus,12,24,-12,12,24,-12,10,10,666,5,6.0,6.0,0,0,0,0,0,0,0,0,0,0,C,C;T,Juventus,1,12,-11,1,12,-11,10,10,666,2,6.0,6.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5999999999999996,0.7333333333333333,0,0,0.0,0,0.0,0,N.D.
306,N.D.,N.D.,Pacomio,N.D.,514,248,203,666,666,666,428,666,666,457,149,666,14,332,666,666,666,666,293,380,168,24,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Empoli,7,7,0,7,7,0,13,10,666,11,5.86,6.05,1,0,0,0,0,0,0,2,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.2099999999999995,2.2,0,0,0.0,0,0.0,0,N.D.
309,A,A,Panicucci,Roma,541,594,596,27,27,0,148,258,666,154,182,0,325,171,0,0,0,0,458,6,205,101,A,A,Roma,33,29,4,33,29,4,259,259,666,25,6.64,8.24,12,0,0,5,5,0,6,4,0,0,A,A,Roma,35,30,5,35,30,5,330,330,666,27,6.48,8.2,13,0,0,7,7,0,9,3,0,0,A,A,Roma,20,34,-14,20,35,-15,141,141,666,20,6.48,7.48,6,0,0,3,3,0,3,2,0,0,0.2103401273489492,5.181333333333333,15.066666666666665,1,0,0.865,1,0.1819442101568411,0,Squadra_5_AI
316,N.D.,N.D.,Pausini,N.D.,575,467,100,666,666,666,39,666,666,626,26,666,102,317,666,666,666,666,515,101,624,58,P,Por,Torino,1,11,-10,1,11,-10,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,P,Por,Empoli,3,1,2,3,1,2,1,1,666,14,6.11,4.54,0,25,1,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.9079999999999998,2.8,0,0,0.0,0,0.0,0,N.D.
318,N.D.,N.D.,Olivetti,N.D.,297,346,356,666,666,666,176,666,666,251,94,666,41,214,666,666,666,666,183,372,246,544,P,Por,Spezia,1,1,0,1,1,0,1,1,666,1,5.5,3.5,0,2,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.2333333333333333,0.0666666666666666,0,0,0.0,0,0.0,0,N.D.
322,D,Dc,Chigi,Inter,369,317,387,9,9,0,114,20,666,354,242,0,600,238,0,0,0,0,213,286,267,651,D,Dc,Inter,7,10,-3,7,10,-3,12,12,666,25,5.94,5.98,1,0,0,0,0,0,0,4,0,0,D,Dc,Inter,10,6,4,10,6,4,22,22,666,22,6.27,6.41,1,0,0,0,0,0,0,0,0,0,D,Dc,Inter,11,8,3,11,8,3,25,25,666,22,6.18,6.55,3,0,0,0,0,0,0,2,0,0,0.2447620842155101,4.3006666666666655,14.866666666666662,1,0,0.96,1,0.2349716008468897,0,Squadra_5_AI
327,D,Dd;Dc,Tamburini,Lazio,270,537,338,4,4,0,192,8,666,45,372,0,277,224,0,0,0,0,77,606,352,424,D,Dd;Dc,Lazio,6,5,1,6,5,1,8,8,666,17,6.12,6.09,0,0,0,0,0,0,0,1,0,0,D,Dd;Dc,Lazio,9,5,4,9,6,3,20,20,666,19,6.08,6.29,2,0,0,0,0,0,0,4,0,0,D,Dd;Dc,Lazio,1,5,-4,1,5,-4,5,5,666,8,5.62,5.88,1,0,0,0,0,0,0,2,0,0,0.1813545690806457,4.015999999999999,8.133333333333331,0,0,0.01,0,0.0018135456908064,0,N.D.
329,N.D.,N.D.,Montalcini,N.D.,368,256,38,666,666,666,334,666,666,633,554,666,59,29,666,666,666,666,140,323,193,610,D,Ds;Dc,Lazio,1,2,-1,1,2,-1,1,1,666,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
332,N.D.,N.D.,Volta,N.D.,54,592,407,666,666,666,509,666,666,572,379,666,178,409,666,666,666,666,363,128,5,269,C,W,Salernitana,20,17,3,20,17,3,62,62,666,35,6.21,6.89,7,0,0,0,0,0,4,1,1,0,C,W,Salernitana,21,15,6,20,14,6,60,60,666,34,6.21,6.87,6,0,0,1,1,0,7,5,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.833333333333333,9.133333333333333,0,0,0.0,0,0.0,0,N.D.
333,C,M;C,Lupo,Lazio,497,290,476,5,5,0,636,8,666,418,76,0,450,267,0,0,0,0,601,328,258,357,C,M;C,Lazio,7,8,-1,7,8,-1,12,13,666,28,5.98,5.93,0,0,0,0,0,0,1,5,0,0,C,M;C,Lazio,5,7,-2,5,8,-3,20,25,666,22,5.98,5.95,1,0,0,0,0,0,0,8,0,0,C,M;C,Fiorentina,12,3,9,12,3,9,15,20,666,24,6.04,6.4,3,0,0,0,0,0,0,1,0,0,0.3239936333724989,4.145333333333332,15.866666666666664,1,1,0.91,1,0.294834206368974,1,Squadra_5_AI
335,N.D.,N.D.,Pizzamano,N.D.,645,221,34,666,666,666,432,666,666,152,490,666,216,452,666,666,666,666,606,189,51,481,C,W;A,Lazio,23,19,4,23,19,4,96,96,666,38,6.25,7.0,9,0,0,0,0,0,3,3,0,0,C,W;A,Lazio,17,23,-6,17,23,-6,49,49,666,38,6.08,6.59,5,0,0,0,0,0,6,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.7846666666666664,10.133333333333333,0,0,0.0,0,0.0,0,N.D.
345,N.D.,N.D.,Pascarella,N.D.,276,428,64,666,666,666,236,666,666,567,152,666,70,600,666,666,666,666,415,641,409,478,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,A,Monza,9,8,1,9,8,1,24,24,666,10,5.9,6.4,2,0,0,0,0,0,0,2,0,0,0.0,2.56,4.0,0,0,0.0,0,0.0,0,N.D.
357,N.D.,N.D.,Siffredi,N.D.,607,313,268,666,666,666,223,666,666,32,272,666,552,277,666,666,666,666,308,494,141,344,D,Dd;E,Milan,8,13,-5,8,13,-5,38,38,666,23,5.96,6.09,1,0,0,0,0,0,3,6,0,0,D,Dd;E,Milan,9,9,0,9,9,0,25,25,666,29,5.95,6.03,1,0,0,0,0,0,3,3,2,0,D,Dd;E,Bologna,4,7,-3,4,7,-3,15,15,666,13,5.88,5.85,0,0,0,0,0,0,1,3,0,0,0.0,3.952,12.533333333333331,0,0,0.225,0,0.0,0,N.D.
358,N.D.,N.D.,Morrocco,N.D.,141,6,177,666,666,666,433,666,666,343,314,666,400,150,666,666,666,666,166,501,42,658,D,Dd;Ds;E,Juventus,3,6,-3,3,7,-4,10,11,666,17,5.76,5.76,0,0,0,0,0,0,0,0,0,0,D,Dd;Ds;E,Juventus,1,3,-2,1,3,-2,6,6,666,1,6.0,6.0,0,0,0,0,0,0,0,0,0,0,D,Dd;Ds;E,Empoli,4,1,3,4,1,3,8,10,666,12,5.79,6.04,1,0,0,0,0,0,0,0,0,0,0.0,3.999999999999999,6.133333333333332,0,0,0.03,0,0.0,0,N.D.
367,N.D.,N.D.,Sauli,N.D.,16,588,416,666,666,666,399,666,666,614,52,666,22,336,666,666,666,666,39,40,585,577,C,C;W;T,Fiorentina,16,14,2,16,16,0,41,41,666,28,6.25,6.71,5,0,0,0,0,0,1,4,1,0,C,C;T,Fiorentina,20,14,6,20,14,6,90,95,666,31,6.21,6.89,8,0,0,1,0,1,3,6,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.8253333333333328,8.066666666666665,0,0,0.0,0,0.0,0,N.D.
376,N.D.,N.D.,Fieramosca,N.D.,207,223,252,666,666,666,549,666,666,622,370,666,152,505,666,666,666,666,0,63,399,483,C,W;T,Verona,15,13,2,15,13,2,22,22,666,22,6.07,6.7,5,0,0,1,1,0,0,3,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4466666666666666,1.4666666666666666,0,0,0.0,0,0.0,0,N.D.
382,N.D.,N.D.,Pellico,N.D.,31,489,19,666,666,666,357,666,666,353,315,666,308,306,666,666,666,666,653,123,445,116,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,A,Pc,Empoli,13,6,7,13,6,7,55,45,666,14,6.36,7.68,6,0,0,4,4,0,1,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.5359999999999996,2.8,0,0,0.0,0,0.0,0,N.D.
383,N.D.,N.D.,Grossi,N.D.,401,296,372,666,666,666,406,666,666,501,280,666,588,526,666,666,666,666,483,115,348,141,A,Pc,Monza,15,15,0,15,14,1,22,22,666,31,6.05,6.56,4,0,0,1,1,0,5,2,0,0,A,Pc,Cagliari,4,13,-9,4,13,-9,15,10,666,15,5.8,6.0,1,0,0,0,0,0,1,2,0,0,A,Pc,Monza,1,5,-4,1,3,-2,6,6,666,7,5.36,5.29,0,0,0,0,0,0,0,1,0,0,0.0,3.753333333333333,7.866666666666664,0,0,0.025,0,0.0,0,N.D.
387,N.D.,N.D.,Lucchesi,N.D.,85,308,211,666,666,666,413,666,666,616,334,666,220,500,666,666,666,666,468,500,625,421,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,P,Por,Como,3,2,1,3,2,1,1,1,666,12,5.75,4.5,0,14,0,0,0,0,0,0,1,0,0.0,1.7999999999999996,4.799999999999999,0,0,0.0,0,0.0,0,N.D.
393,D,Dc,Canetta,Cagliari,57,74,486,7,7,0,474,18,666,590,434,0,645,450,0,0,0,0,75,152,410,58,D,Ds;Dc,Empoli,10,5,5,10,6,4,22,24,666,36,5.93,6.01,2,0,0,0,0,0,0,2,2,0,D,Dc,Empoli,11,8,3,11,8,3,40,40,666,38,6.0,6.05,1,0,0,0,0,0,1,4,0,0,D,Dc,Cagliari,11,8,3,11,8,3,21,21,666,36,6.0,6.08,1,0,0,0,0,0,2,4,0,0,0.4185350514891344,4.0426666666666655,24.4,1,0,1.0,1,0.4185350514891344,1,Squadra_2_AI
407,N.D.,N.D.,Maspero,N.D.,483,616,125,666,666,666,238,666,666,205,584,666,160,402,666,666,666,666,268,153,631,263,A,A,Sampdoria,14,15,-1,14,15,-1,20,20,666,35,5.86,6.43,7,0,0,0,0,0,2,6,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.4286666666666666,2.333333333333333,0,0,0.0,0,0.0,0,N.D.
418,D,Dc,Ariosto,Como,254,590,481,4,4,0,330,8,666,52,553,0,96,248,0,0,0,0,181,83,176,139,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Como,6,3,3,6,3,3,13,13,666,30,5.83,5.73,1,0,0,0,0,0,0,10,1,0,0.2513087498989359,2.292,11.999999999999998,0,0,0.0,0,0.0,0,N.D.
440,N.D.,N.D.,Leblanc,N.D.,140,1,198,666,666,666,157,666,666,5,400,666,338,563,666,666,666,666,258,217,238,79,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,C,C,Cagliari,15,2,13,15,2,13,24,26,666,25,6.2,6.7,5,0,0,1,0,1,2,3,0,0,C,C;T,Cagliari,9,6,3,9,6,3,20,20,666,25,5.94,6.3,3,0,0,0,0,0,1,2,0,0,0.0,3.859999999999999,14.999999999999998,1,0,0.735,1,0.0,0,N.D.
441,N.D.,N.D.,Ossola,N.D.,361,443,44,666,666,666,403,666,666,28,3,666,387,218,666,666,666,666,531,529,301,322,A,Pc,Roma,6,16,-10,6,15,-9,14,14,666,22,5.8,5.75,0,0,0,1,0,1,2,0,0,0,A,Pc,Fiorentina,19,9,10,20,8,12,60,50,666,24,6.21,7.1,6,0,0,0,0,0,4,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.803333333333333,6.266666666666665,0,0,0.0,0,0.0,0,N.D.
449,C,T;A,Lopresti,Cremonese,442,189,184,10,10,0,510,27,666,137,469,0,623,649,0,0,0,0,104,576,7,658,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,0.0,0.0,0,0,0.0,0,0.0,0,N.D.
453,N.D.,N.D.,Interminelli,N.D.,206,191,206,666,666,666,321,666,666,645,8,666,637,433,666,666,666,666,641,146,314,342,P,Por,Juventus,14,16,-2,14,16,-2,53,53,666,28,6.11,5.18,0,26,0,0,0,0,0,0,0,0,P,Por,Juventus,16,15,1,16,15,1,100,100,666,35,6.21,5.43,0,30,1,0,0,0,0,1,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.431333333333333,8.866666666666665,0,0,0.0,0,0.0,0,N.D.
459,N.D.,N.D.,Fantozzi,N.D.,213,528,518,666,666,666,250,666,666,551,16,666,44,333,666,666,666,666,488,172,219,610,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,D,Dc,Salernitana,6,6,0,6,6,0,12,12,666,8,5.81,5.81,0,0,0,0,0,0,0,0,0,0,N.D.,N.D.,N.D.,666,666,666,666,666,666,666,666,666,666,666.0,666.0,666,666,666,666,666,666,666,666,666,666,0.0,1.1619999999999997,1.5999999999999996,0,0,0.0,0,0.0,0,N.D.
460,D,Dc,Argenti,Lazio,345,261,650,8,8,0,231,22,666,420,497,0,511,30,0,0,0,0,371,479,380,85,D,Dc,Lazio,14,11,3,14,11,3,32,32,666,34,6.21,6.29,2,0,0,0,0,0,0,6,0,0,D,Dc,Lazio,6,13,-7,6,13,-7,32,32,666,28,5.96,5.8,0,0,0,0,0,0,0,9,0,0,D,Dc,Lazio,8,10,-2,8,10,-2,27,27,666,32,5.84,5.91,2,0,0,0,0,0,0,4,2,0,0.3276430017405707,3.943333333333332,20.666666666666664,1,0,0.95,1,0.3112608516535422,1,Squadra_5_AI
